CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
01611760000001	Alameda	Fremont Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	0	0	0	1	1112
01611760130062	Alameda	Fremont Unified	American High	41	0	201	3	44	25	80	5	0	399	1112
01611760130138	Alameda	Fremont Unified	Robertson High (Continuation)	30	1	14	5	3	13	28	4	0	98	1112
01611760130435	Alameda	Fremont Unified	Vista Alternative	9	0	4	1	1	3	14	0	0	32	1112
01611760130534	Alameda	Fremont Unified	Circle of Independent Learning	3	0	10	0	2	1	24	0	0	40	1112
01611760134270	Alameda	Fremont Unified	Irvington High	54	1	264	3	18	14	94	5	0	453	1112
01611760134452	Alameda	Fremont Unified	John F. Kennedy High	82	2	62	3	27	20	98	2	1	297	1112
01611760135244	Alameda	Fremont Unified	Mission San Jose High	7	0	440	2	4	2	68	6	0	529	1112
01611760138693	Alameda	Fremont Unified	Washington High	60	1	133	4	39	16	125	14	0	392	1112
01611920108670	Alameda	Hayward Unified	Leadership Public Schools - Hayward	51	0	7	6	2	6	15	0	0	87	1112
01611920113902	Alameda	Hayward Unified	Impact Academy of Arts & Technology	30	1	2	1	4	19	12	3	0	72	1112
01611920133009	Alameda	Hayward Unified	Brenkwitz High	38	0	2	1	2	9	2	0	0	54	1112
01611920133629	Alameda	Hayward Unified	Hayward High	118	0	13	12	17	64	33	0	0	257	1112
01611920135319	Alameda	Hayward Unified	Mt. Eden High	153	1	64	22	67	41	24	1	1	374	1112
01611920138339	Alameda	Hayward Unified	Tennyson High	127	1	36	12	27	37	13	1	1	255	1112
01612000130393	Alameda	Livermore Valley Joint Unified	Vineyard Alternative	15	0	1	0	2	0	33	5	1	57	1112
01612000130492	Alameda	Livermore Valley Joint Unified	Phoenix High (Continuation)	1	0	0	0	1	0	1	0	0	3	1112
01612000132670	Alameda	Livermore Valley Joint Unified	Del Valle Continuation High	17	0	0	0	3	2	16	1	0	39	1112
01612000133397	Alameda	Livermore Valley Joint Unified	Granada High	95	2	19	1	14	9	318	38	2	498	1112
01612000134536	Alameda	Livermore Valley Joint Unified	Livermore High	104	3	20	0	13	11	245	39	2	437	1112
01612340130054	Alameda	Newark Unified	Newark Memorial High	149	0	68	5	53	25	82	22	0	404	1112
01612340130484	Alameda	Newark Unified	Crossroads High (Alternative)	6	0	0	0	0	2	8	0	0	16	1112
01612340135426	Alameda	Newark Unified	Bridgepoint High (Continuation)	24	1	1	3	1	5	6	1	0	42	1112
01612420110460	Alameda	New Haven Unified	Core Learning Academy at Conley-Caraballo High	48	1	4	2	14	22	3	1	0	95	1112
01612420110478	Alameda	New Haven Unified	Alternative Learning Academy at Conley-Caraballo H	0	0	0	0	0	0	2	0	0	2	1112
01612420134668	Alameda	New Haven Unified	James Logan High	230	2	243	37	205	67	93	19	0	896	1112
01612590000001	Alameda	Oakland Unified	Nonpublic, Nonsectarian Schools	0	0	1	0	0	1	0	0	0	2	1112
01612590100065	Alameda	Oakland Unified	Oakland Unity High	50	0	0	0	0	3	0	0	0	53	1112
01612590100701	Alameda	Oakland Unified	MetWest High	20	0	1	0	0	12	2	0	0	35	1112
01612590100826	Alameda	Oakland Unified	Mandela High	28	0	2	4	0	8	0	0	0	42	1112
01612590100834	Alameda	Oakland Unified	Media College Preparatory	26	0	9	1	1	16	1	0	1	55	1112
01612590101063	Alameda	Oakland Unified	College Preparatory and Architecture Academy	24	0	8	2	2	9	0	1	0	46	1112
01612590101469	Alameda	Oakland Unified	LPS College Park	34	1	0	0	0	12	0	0	0	47	1112
01612590102954	Alameda	Oakland Unified	Business and Information Technology High	22	0	1	4	1	15	0	0	0	43	1112
01612590102962	Alameda	Oakland Unified	East Oakland School of the Arts	17	0	0	1	0	20	0	0	0	38	1112
01612590106906	Alameda	Oakland Unified	Bay Area Technology	1	0	0	0	0	10	6	0	0	17	1112
01612590107417	Alameda	Oakland Unified	Leadership Preparatory High	17	0	0	2	0	18	0	0	0	37	1112
01612590108944	Alameda	Oakland Unified	Lighthouse Community Charter High	18	0	1	0	0	5	0	0	0	24	1112
01612590110189	Alameda	Oakland Unified	McClymonds High	0	0	0	1	0	34	0	0	0	35	1112
01612590110361	Alameda	Oakland Unified	Far West	3	0	1	0	1	6	0	0	0	11	1112
01612590111856	Alameda	Oakland Unified	American Indian Public High	2	3	13	0	0	3	0	0	0	21	1112
01612590112797	Alameda	Oakland Unified	Coliseum College Prep Academy	27	0	0	1	0	6	0	0	0	34	1112
01612590114868	Alameda	Oakland Unified	Oakland Charter High	18	0	10	0	0	0	1	0	0	29	1112
01612590115238	Alameda	Oakland Unified	ARISE High	26	1	0	0	0	0	0	0	1	28	1112
01612590115386	Alameda	Oakland Unified	Civicorps Corpsmember Academy	1	0	0	0	1	29	0	0	0	31	1112
01612590115667	Alameda	Oakland Unified	Oakland International High	18	0	21	0	0	2	0	0	0	41	1112
01612590116137	Alameda	Oakland Unified	East Oakland Leadership Academy High	8	0	0	0	0	1	0	0	0	9	1112
01612590118224	Alameda	Oakland Unified	Aspire Golden State College Preparatory Academy	6	0	0	0	0	4	0	0	0	10	1112
01612590118653	Alameda	Oakland Unified	Ralph J. Bunche High	30	1	1	2	2	57	0	0	0	93	1112
01612590130146	Alameda	Oakland Unified	Rudsdale Continuation	22	0	1	2	0	39	0	0	0	64	1112
01612590130179	Alameda	Oakland Unified	Street Academy (Alternative)	9	2	1	0	0	1	0	0	0	13	1112
01612590130575	Alameda	Oakland Unified	LIFE Academy	32	1	6	0	0	2	1	1	0	43	1112
01612590130617	Alameda	Oakland Unified	Oakland Military Institute, College Preparatory Ac	28	0	12	0	1	9	0	0	0	50	1112
01612590130666	Alameda	Oakland Unified	Aspire Lionel Wilson College Preparatory Academy	45	0	1	0	1	2	0	0	0	49	1112
01612590132688	Alameda	Oakland Unified	Dewey Academy	36	0	14	0	0	57	1	2	0	110	1112
01612590135905	Alameda	Oakland Unified	Oakland High	41	0	152	3	4	75	3	0	0	278	1112
01612590136051	Alameda	Oakland Unified	Oakland Technical High	59	2	80	2	4	131	63	3	1	345	1112
01612590137943	Alameda	Oakland Unified	Skyline High	80	0	96	8	6	119	44	2	4	359	1112
01612593030772	Alameda	Oakland Unified	Oakland School for the Arts	8	0	1	0	0	26	15	7	14	71	1112
01612596114011	Alameda	Oakland Unified	Independent Study, Sojourner Truth	17	0	0	1	0	26	3	0	0	47	1112
01612750000001	Alameda	Piedmont City Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	0	0	2	1112
01612750130286	Alameda	Piedmont City Unified	Millennium High Alternative	3	0	1	0	0	1	17	3	0	25	1112
01612750136515	Alameda	Piedmont City Unified	Piedmont High	9	0	36	0	2	4	114	7	0	172	1112
01612910000001	Alameda	San Leandro Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1112
01612910134528	Alameda	San Leandro Unified	Lincoln High (Continuation)	20	1	1	1	3	17	5	0	0	48	1112
01612910137588	Alameda	San Leandro Unified	San Leandro High	202	3	139	9	61	95	90	7	0	606	1112
01613090000001	Alameda	San Lorenzo Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	1	0	0	2	1112
01613090111799	Alameda	San Lorenzo Unified	East Bay Arts High	18	1	2	0	3	11	7	0	0	42	1112
01613090114421	Alameda	San Lorenzo Unified	KIPP King Collegiate High	38	1	27	0	4	11	3	0	0	84	1112
01613090130849	Alameda	San Lorenzo Unified	Arroyo High	139	1	69	5	52	28	90	1	0	385	1112
01613090137745	Alameda	San Lorenzo Unified	Royal Sunset (Continuation)	56	0	3	1	2	16	23	0	2	103	1112
01613090137810	Alameda	San Lorenzo Unified	San Lorenzo High	132	1	22	9	28	46	11	1	0	250	1112
01750930132704	Alameda	Dublin Unified	Dublin High	44	0	87	2	23	26	159	13	0	354	1112
01750930138453	Alameda	Dublin Unified	Valley High (Continuation)	9	0	2	0	0	2	23	4	0	40	1112
01751010000000	Alameda	Pleasanton Unified	District Office	6	2	2	0	0	0	15	0	0	25	1112
01751010000001	Alameda	Pleasanton Unified	Nonpublic, Nonsectarian Schools	0	0	2	0	2	1	6	0	0	11	1112
01751010130096	Alameda	Pleasanton Unified	Foothill High	42	4	175	8	17	6	281	3	0	536	1112
01751010130252	Alameda	Pleasanton Unified	Village High	9	1	2	0	1	2	17	2	0	34	1112
01751010130583	Alameda	Pleasanton Unified	Amador Valley High	42	4	121	1	19	12	395	5	1	600	1112
03100330330068	Amador	Amador County Office of Education	Amador County Special Education	0	0	0	0	0	0	9	0	0	9	1112
03739810330019	Amador	Amador County Unified	Independence High (Continuation)	5	1	0	1	0	0	19	2	0	28	1112
03739810330050	Amador	Amador County Unified	North Star Independent Study	3	1	1	0	0	0	25	0	1	31	1112
03739810330753	Amador	Amador County Unified	Amador High	15	3	1	0	1	1	101	11	1	134	1112
03739810334755	Amador	Amador County Unified	Argonaut High	20	2	0	0	0	0	101	2	1	126	1112
04100410114991	Butte	Butte County Office of Education	CORE Butte Charter	9	0	2	0	0	2	42	0	0	55	1112
04100410430066	Butte	Butte County Office of Education	Table Mountain	2	0	0	0	0	0	1	0	0	3	1112
04100410430090	Butte	Butte County Office of Education	Learning Community Charter	7	6	0	1	0	1	28	7	0	50	1112
04100416069256	Butte	Butte County Office of Education	Butte County Special Education	0	0	0	0	0	0	2	0	0	2	1112
04614080430827	Butte	Biggs Unified	Biggs High	21	1	1	0	0	0	18	0	0	41	1112
04614240120394	Butte	Chico Unified	Inspire School of Arts and Sciences	6	0	0	0	1	1	41	0	0	49	1112
04614240430199	Butte	Chico Unified	Oakdale	4	4	0	1	0	0	17	0	0	26	1112
04614240431502	Butte	Chico Unified	Fair View High (Continuation)	29	4	2	0	0	2	42	1	0	80	1112
04614240431676	Butte	Chico Unified	Chico High	57	10	44	1	0	10	229	1	2	354	1112
04614240437558	Butte	Chico Unified	Pleasant Valley High	63	7	39	2	3	13	316	0	1	444	1112
04614320433201	Butte	Durham Unified	Durham High	9	0	1	0	0	2	72	2	1	87	1112
04614400121509	Butte	Feather Falls Union Elementary	Ipakanni Early College Charter	1	0	0	0	0	0	0	4	0	5	1112
04614570125252	Butte	Golden Feather Union Elementary	Pivot Charter School North Valley	0	1	0	0	0	0	1	0	0	2	1112
04615150430140	Butte	Oroville Union High	Oroville High Community Day	0	1	0	0	0	0	0	0	0	1	1112
04615150434803	Butte	Oroville Union High	Las Plumas High	47	26	36	2	2	13	121	0	1	248	1112
04615150435602	Butte	Oroville Union High	Oroville High	13	15	69	1	5	7	132	0	0	242	1112
04615150437566	Butte	Oroville Union High	Prospect High (Continuation)	8	2	6	1	0	8	37	0	0	62	1112
04615310121715	Butte	Paradise Unified	Paradise eLearning Academy	2	0	0	0	0	0	3	1	0	6	1112
04615310432856	Butte	Paradise Unified	Ridgeview High (Continuation)	5	0	0	0	0	0	45	4	0	54	1112
04615310437350	Butte	Paradise Unified	Paradise Senior High	25	3	4	1	0	2	195	10	0	240	1112
04615316112585	Butte	Paradise Unified	Hometech Charter	0	0	0	0	0	0	13	2	0	15	1112
04755070433946	Butte	Gridley Unified	Esperanza High (Continuation)	7	1	0	0	0	0	5	0	1	14	1112
04755070433953	Butte	Gridley Unified	Gridley High	66	1	4	1	0	0	56	1	2	131	1112
05100580530048	Calaveras	Calaveras County Office of Education	Calaveras River Academy	3	0	0	0	0	1	10	1	0	15	1112
05100580530154	Calaveras	Calaveras County Office of Education	Mountain Oaks	5	0	0	0	0	0	52	3	0	60	1112
05100586077150	Calaveras	Calaveras County Office of Education	Calaveras County Special Education (SELPA)	0	0	0	0	0	0	3	0	0	3	1112
05100589010745	Calaveras	Calaveras County Office of Education	Oakendell Community	1	0	0	0	0	0	3	0	0	4	1112
05615560530014	Calaveras	Bret Harte Union High	Vallecito Continuation High	7	3	0	0	0	1	29	3	0	43	1112
05615560530121	Calaveras	Bret Harte Union High	John Vierra High	1	0	1	0	0	0	6	0	0	8	1112
05615560532507	Calaveras	Bret Harte Union High	Bret Harte Union High	25	1	2	0	2	0	103	11	0	144	1112
05615640530022	Calaveras	Calaveras Unified	Gold Strike High	1	2	0	0	0	0	16	0	0	19	1112
05615640530055	Calaveras	Calaveras Unified	Calaveras Unified Alternative-Sierra Hills Educati	2	1	0	0	0	0	19	1	0	23	1112
05615640530113	Calaveras	Calaveras Unified	Jenny Lind High	0	0	0	0	0	0	6	0	0	6	1112
05615640531509	Calaveras	Calaveras Unified	Calaveras High	19	3	1	0	2	1	180	0	0	206	1112
06100660630111	Colusa	Colusa County Office of Education	Colusa County Community	2	0	0	0	0	0	1	0	0	3	1112
06615980630012	Colusa	Colusa Unified	Colusa Alternative High (Continuation)	6	1	0	0	0	0	1	0	0	8	1112
06615980630046	Colusa	Colusa Unified	Colusa Alternative Home	6	0	0	0	0	0	9	0	0	15	1112
06615980631259	Colusa	Colusa Unified	Colusa High	35	2	1	3	0	0	32	0	0	73	1112
06616060634758	Colusa	Maxwell Unified	Maxwell High	16	1	1	0	0	0	8	1	0	27	1112
06616140630087	Colusa	Pierce Joint Unified	Arbuckle Alternative High (Continuation)	2	0	0	0	0	0	0	0	1	3	1112
06616140635250	Colusa	Pierce Joint Unified	Pierce High	54	0	1	0	0	5	21	0	0	81	1112
06616220630038	Colusa	Williams Unified	Mid Valley High (Continuation)	10	0	0	0	0	0	0	0	0	10	1112
06616220637504	Colusa	Williams Unified	Williams High	58	0	0	0	0	0	18	0	0	76	1112
07100740120444	Contra Costa	Contra Costa County Office of Education	Mt. McKinley	6	0	0	1	0	6	0	0	0	13	1112
07100740730242	Contra Costa	Contra Costa County Office of Education	Delta Vista High	2	0	0	0	0	4	1	0	0	7	1112
07100740730614	Contra Costa	Contra Costa County Office of Education	Golden Gate Community	1	0	0	0	1	2	3	0	0	7	1112
07616300107524	Contra Costa	Acalanes Union High	Acalanes Center for Independent Study	4	0	1	0	1	2	29	2	0	39	1112
07616300730283	Contra Costa	Acalanes Union High	Acalanes High	23	0	32	0	2	1	219	31	0	308	1112
07616300731125	Contra Costa	Acalanes Union High	Campolindo High	24	0	39	1	2	1	234	29	6	336	1112
07616300733725	Contra Costa	Acalanes Union High	Las Lomas High	34	0	35	1	11	7	203	10	0	301	1112
07616300734244	Contra Costa	Acalanes Union High	Miramonte High	20	1	49	1	4	1	232	10	5	323	1112
07616480110494	Contra Costa	Antioch Unified	Bidwell Continuation High	26	0	0	2	2	29	13	2	0	74	1112
07616480117218	Contra Costa	Antioch Unified	Dozier-Libbey Medical High	7	0	11	1	12	18	36	1	40	126	1112
07616480730101	Contra Costa	Antioch Unified	Live Oak High (Continuation)	32	1	1	1	0	14	14	1	2	66	1112
07616480730259	Contra Costa	Antioch Unified	Prospects High (Alternative)	69	2	1	1	4	47	56	3	0	183	1112
07616480730465	Contra Costa	Antioch Unified	Deer Valley High	131	3	36	7	42	149	152	28	15	563	1112
07616480730481	Contra Costa	Antioch Unified	Bridges	0	0	0	0	0	1	0	0	0	1	1112
07616480730861	Contra Costa	Antioch Unified	Antioch High	126	6	7	4	13	50	96	1	4	307	1112
07616970737023	Contra Costa	John Swett Unified	John Swett High	27	1	7	0	12	12	33	11	0	103	1112
07616970737619	Contra Costa	John Swett Unified	Willow High	5	0	0	0	1	2	3	1	0	12	1112
07617210000001	Contra Costa	Liberty Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1112
07617210107797	Contra Costa	Liberty Union High	Heritage High	79	0	21	4	25	38	248	1	0	416	1112
07617210730457	Contra Costa	Liberty Union High	Freedom High	165	4	19	8	23	43	250	2	0	514	1112
07617210730572	Contra Costa	Liberty Union High	Independence High	52	4	7	0	3	13	86	3	0	168	1112
07617210733980	Contra Costa	Liberty Union High	Liberty High	138	2	9	1	15	29	262	2	0	458	1112
07617210733998	Contra Costa	Liberty Union High	La Paloma High (Continuation)	14	2	0	1	1	8	17	0	0	43	1112
07617390000001	Contra Costa	Martinez Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	1112
07617390730440	Contra Costa	Martinez Unified	Vicente Martinez High	9	0	0	0	0	1	13	2	0	25	1112
07617390730473	Contra Costa	Martinez Unified	Briones (Alternative)	7	0	0	0	0	3	18	2	1	31	1112
07617390730549	Contra Costa	Martinez Unified	Alhambra Senior High	67	0	7	2	6	5	185	26	0	298	1112
07617540000000	Contra Costa	Mt. Diablo Unified	District Office	0	0	0	0	0	0	0	1	0	1	1112
07617540000001	Contra Costa	Mt. Diablo Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1112
07617540730044	Contra Costa	Mt. Diablo Unified	Northgate High	27	0	63	1	14	5	267	3	3	383	1112
07617540730317	Contra Costa	Mt. Diablo Unified	Horizons Alternative	16	0	1	0	1	4	45	3	0	70	1112
07617540730333	Contra Costa	Mt. Diablo Unified	Gateway High (Continuation)	15	0	0	0	0	2	1	1	0	19	1112
07617540730341	Contra Costa	Mt. Diablo Unified	Nueva Vista High (Continuation)	2	0	2	0	0	2	14	0	0	20	1112
07617540730358	Contra Costa	Mt. Diablo Unified	Prospect High (Continuation)	7	0	1	0	0	0	4	0	1	13	1112
07617540730416	Contra Costa	Mt. Diablo Unified	Crossroads High (Continuation)	11	0	0	0	0	0	1	1	0	13	1112
07617540730424	Contra Costa	Mt. Diablo Unified	Summit High (Continuation)	4	0	0	0	1	0	4	0	1	10	1112
07617540730655	Contra Costa	Mt. Diablo Unified	Diablo Community Day	0	0	0	0	0	0	1	0	0	1	1112
07617540731380	Contra Costa	Mt. Diablo Unified	Clayton Valley	102	4	30	2	23	9	267	5	1	443	1112
07617540731646	Contra Costa	Mt. Diablo Unified	College Park High	71	2	50	3	10	7	285	7	8	443	1112
07617540731836	Contra Costa	Mt. Diablo Unified	Concord High	104	1	23	3	17	6	182	5	7	348	1112
07617540734566	Contra Costa	Mt. Diablo Unified	Mt. Diablo High	167	1	22	7	23	31	38	1	0	290	1112
07617540734764	Contra Costa	Mt. Diablo Unified	Olympic Continuation High	43	0	0	1	0	25	40	2	1	112	1112
07617540737809	Contra Costa	Mt. Diablo Unified	Ygnacio Valley High	124	2	16	3	12	16	56	5	3	237	1112
07617880000001	Contra Costa	Pittsburg Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	1	0	1	1112
07617880730184	Contra Costa	Pittsburg Unified	Black Diamond High (Continuation)	33	0	1	0	2	14	6	0	0	56	1112
07617880735407	Contra Costa	Pittsburg Unified	Pittsburg Senior High	235	2	22	16	43	127	38	1	1	485	1112
07617960000001	Contra Costa	West Contra Costa Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	0	0	0	1	1112
07617960101477	Contra Costa	West Contra Costa Unified	Leadership Public Schools: Richmond	55	0	0	0	1	6	1	0	0	63	1112
07617960115352	Contra Costa	West Contra Costa Unified	West County Community High	17	1	0	0	0	1	1	0	1	21	1112
07617960730275	Contra Costa	West Contra Costa Unified	North Campus Continuation	27	0	4	0	3	17	11	0	0	62	1112
07617960730291	Contra Costa	West Contra Costa Unified	Middle College High	24	0	10	2	11	13	5	0	0	65	1112
07617960730325	Contra Costa	West Contra Costa Unified	Vista High (Alternative)	37	0	5	0	2	5	8	0	0	57	1112
07617960730598	Contra Costa	West Contra Costa Unified	Hercules High	44	1	43	2	48	50	22	0	0	210	1112
07617960732164	Contra Costa	West Contra Costa Unified	De Anza Senior High	52	0	25	0	15	31	13	0	0	136	1112
07617960732941	Contra Costa	West Contra Costa Unified	El Cerrito Senior High	79	0	47	2	9	97	59	0	0	293	1112
07617960733253	Contra Costa	West Contra Costa Unified	Gompers (Samuel) Continuation	36	0	2	1	0	20	1	0	0	60	1112
07617960733659	Contra Costa	West Contra Costa Unified	Kennedy High	73	0	13	2	1	42	2	0	0	133	1112
07617960735316	Contra Costa	West Contra Costa Unified	Pinole Valley High	110	0	43	4	26	66	63	0	0	312	1112
07617960735902	Contra Costa	West Contra Costa Unified	Richmond High	223	1	22	2	2	15	9	0	0	274	1112
07618040000001	Contra Costa	San Ramon Valley Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	0	0	2	1112
07618040113118	Contra Costa	San Ramon Valley Unified	Dougherty Valley High	41	0	197	1	27	23	121	28	0	438	1112
07618040730051	Contra Costa	San Ramon Valley Unified	California High	72	0	106	3	17	17	344	56	0	615	1112
07618040730218	Contra Costa	San Ramon Valley Unified	Venture (Alternative)	9	0	7	0	2	8	71	7	0	104	1112
07618040734368	Contra Costa	San Ramon Valley Unified	Monte Vista High	41	0	77	0	6	6	331	45	0	506	1112
07618040736504	Contra Costa	San Ramon Valley Unified	San Ramon Valley High	33	0	40	1	3	7	395	12	0	491	1112
07618040736819	Contra Costa	San Ramon Valley Unified	Del Amigo High (Continuation)	6	0	4	0	2	2	18	4	0	36	1112
08100820106625	Del Norte	Del Norte County Office of Education	Elk Creek	0	0	0	0	0	1	1	0	0	2	1112
08100820106666	Del Norte	Del Norte County Office of Education	Bar-O	1	0	1	0	0	0	1	0	0	3	1112
08100820830042	Del Norte	Del Norte County Office of Education	McCarthy Center/Court/Community	1	0	0	0	0	0	0	0	0	1	1112
08100820830059	Del Norte	Del Norte County Office of Education	Castle Rock	9	14	2	0	1	0	47	0	0	73	1112
08618200833004	Del Norte	Del Norte County Unified	Del Norte High	35	27	25	0	0	1	134	1	0	223	1112
08618200836205	Del Norte	Del Norte County Unified	Sunset High	1	10	5	1	0	0	15	1	0	33	1112
09100900106047	El Dorado	El Dorado County Office of Education	Blue Ridge	0	0	0	0	0	0	2	0	0	2	1112
09100900930123	El Dorado	El Dorado County Office of Education	Charter Community School Home Study Academy	12	1	0	0	0	0	45	4	0	62	1112
09100900930131	El Dorado	El Dorado County Office of Education	Rite of Passage	49	4	0	1	0	30	7	2	0	93	1112
09618530101808	El Dorado	El Dorado Union High	Mountain View High	6	2	0	0	0	0	21	1	0	30	1112
09618530930081	El Dorado	El Dorado Union High	Oak Ridge High	35	2	36	3	4	3	439	10	0	532	1112
09618530930149	El Dorado	El Dorado Union High	Independent Learning Center (Alternative)	0	2	0	0	0	0	33	2	0	37	1112
09618530930164	El Dorado	El Dorado Union High	Union Mine High	32	4	3	2	1	2	166	6	1	217	1112
09618530930214	El Dorado	El Dorado Union High	EDUHSD Virtual Academy at Shenandoah	0	0	1	0	0	0	11	0	0	12	1112
09618530930222	El Dorado	El Dorado Union High	Vista High	4	2	0	1	0	0	20	0	0	27	1112
09618530932756	El Dorado	El Dorado Union High	El Dorado High	37	6	3	0	1	2	259	9	1	318	1112
09618530934554	El Dorado	El Dorado Union High	Independence Continuation	9	0	1	0	0	0	51	4	1	66	1112
09618530936302	El Dorado	El Dorado Union High	Ponderosa High	48	5	11	0	5	6	364	7	6	452	1112
09619030930040	El Dorado	Lake Tahoe Unified	Mt. Tallac High	21	2	0	0	0	1	18	1	0	43	1112
09619030930107	El Dorado	Lake Tahoe Unified	Transitional Learning Center (Continuation)	22	0	0	0	1	0	6	0	0	29	1112
09619030937805	El Dorado	Lake Tahoe Unified	South Tahoe High	70	3	4	2	16	2	131	0	0	228	1112
09737830000001	El Dorado	Black Oak Mine Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	0	0	0	1	1112
09737830121566	El Dorado	Black Oak Mine Unified	American River Charter	1	0	0	0	0	0	6	0	0	7	1112
09737830930073	El Dorado	Black Oak Mine Unified	Golden Sierra Junior Senior High	11	5	1	0	0	0	105	1	0	123	1112
09737830930099	El Dorado	Black Oak Mine Unified	Divide High	2	2	0	0	0	0	13	1	0	18	1112
10101080109991	Fresno	Fresno County Office of Education	Crescent View West Charter	30	1	6	0	0	3	8	0	0	48	1112
10101080119628	Fresno	Fresno County Office of Education	Big Picture High School - Fresno	2	0	1	0	0	0	2	0	0	5	1112
10101081030337	Fresno	Fresno County Office of Education	Fresno County Court	13	0	0	0	0	3	2	0	0	18	1112
10101081030899	Fresno	Fresno County Office of Education	Fresno County Community	0	0	0	0	0	1	0	0	0	1	1112
10101081030923	Fresno	Fresno County Office of Education	Fresno County Community Day	2	0	0	0	0	0	0	0	0	2	1112
10101086069488	Fresno	Fresno County Office of Education	Fresno County Special Education Local Plan	3	0	0	0	0	0	1	0	0	4	1112
10621170110270	Fresno	Clovis Unified	Clovis Community Day Secondary	2	0	0	0	0	0	0	0	0	2	1112
10621170113555	Fresno	Clovis Unified	Clovis North High	70	0	51	1	11	22	230	7	0	392	1112
10621170118018	Fresno	Clovis Unified	Clovis Online Charter	7	1	2	0	1	1	20	0	0	32	1112
10621171030196	Fresno	Clovis Unified	Clovis West High	153	4	61	0	8	25	261	6	0	518	1112
10621171030469	Fresno	Clovis Unified	Enterprise Alternative	2	0	1	0	1	1	13	0	0	18	1112
10621171030501	Fresno	Clovis Unified	Buchanan High	122	4	74	0	13	13	337	8	0	571	1112
10621171030683	Fresno	Clovis Unified	Clovis East High	158	7	132	2	12	16	154	10	0	491	1112
