CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
01611760000001	Alameda	Fremont Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	1	0	3	0910
01611760130062	Alameda	Fremont Unified	American High	44	0	208	5	52	17	101	2	0	429	0910
01611760130138	Alameda	Fremont Unified	Robertson High (Continuation)	22	1	10	0	7	15	33	0	0	88	0910
01611760130435	Alameda	Fremont Unified	Vista Alternative	3	0	3	2	0	2	9	1	0	20	0910
01611760130534	Alameda	Fremont Unified	Circle of Independent Learning	8	0	2	0	0	0	15	3	0	28	0910
01611760134270	Alameda	Fremont Unified	Irvington High	39	2	232	3	17	11	103	2	1	410	0910
01611760134452	Alameda	Fremont Unified	John F. Kennedy High	82	1	69	4	27	25	94	1	0	303	0910
01611760135244	Alameda	Fremont Unified	Mission San Jose High	7	2	414	0	3	1	75	6	0	508	0910
01611760138693	Alameda	Fremont Unified	Washington High	82	3	124	3	29	21	169	6	1	438	0910
01611920000001	Alameda	Hayward Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	0	0	0	1	0910
01611920108670	Alameda	Hayward Unified	Leadership Public Schools - Hayward	39	1	7	2	17	19	6	0	0	91	0910
01611920133009	Alameda	Hayward Unified	Brenkwitz High	24	1	0	3	2	10	4	0	0	44	0910
01611920133629	Alameda	Hayward Unified	Hayward High	120	1	16	5	14	83	41	0	0	280	0910
01611920135319	Alameda	Hayward Unified	Mt. Eden High	142	1	54	24	49	24	27	0	0	321	0910
01611920138339	Alameda	Hayward Unified	Tennyson High	148	1	39	23	34	35	17	0	0	297	0910
01612000130393	Alameda	Livermore Valley Joint Unified	Vineyard Alternative	6	1	1	0	1	2	36	0	3	50	0910
01612000130492	Alameda	Livermore Valley Joint Unified	Phoenix High (Continuation)	2	0	0	0	0	0	3	0	0	5	0910
01612000132670	Alameda	Livermore Valley Joint Unified	Del Valle Continuation High	20	0	1	0	0	2	20	0	0	43	0910
01612000133397	Alameda	Livermore Valley Joint Unified	Granada High	76	5	29	5	10	18	357	0	3	503	0910
01612000134536	Alameda	Livermore Valley Joint Unified	Livermore High	80	1	30	1	10	6	312	0	0	440	0910
01612340130054	Alameda	Newark Unified	Newark Memorial High	149	4	63	4	58	32	108	8	0	426	0910
01612340130484	Alameda	Newark Unified	Crossroads High (Alternative)	9	0	2	1	0	0	2	1	0	15	0910
01612340130682	Alameda	Newark Unified	Progressive Academy	1	0	0	0	0	0	0	0	0	1	0910
01612340135426	Alameda	Newark Unified	Bridgepoint High (Continuation)	22	0	1	0	0	1	3	0	0	27	0910
01612420110460	Alameda	New Haven Unified	Core Learning Academy at Conley-Caraballo High	25	0	3	3	12	12	10	0	0	65	0910
01612420110478	Alameda	New Haven Unified	Alternative Learning Academy at Conley-Caraballo H	2	0	0	0	0	0	0	0	0	2	0910
01612420134668	Alameda	New Haven Unified	James Logan High	183	3	226	49	174	61	96	15	0	807	0910
01612590100065	Alameda	Oakland Unified	Oakland Unity High	43	0	0	0	0	6	0	0	0	49	0910
01612590100701	Alameda	Oakland Unified	MetWest High	16	0	1	0	0	13	1	1	0	32	0910
01612590100826	Alameda	Oakland Unified	Mandela High	25	1	0	3	2	14	1	0	3	49	0910
01612590100834	Alameda	Oakland Unified	Media College Preparatory	22	0	14	0	1	13	0	0	1	51	0910
01612590100842	Alameda	Oakland Unified	Robeson School of Visual and Performing Arts	9	0	4	1	0	16	1	0	0	31	0910
01612590100859	Alameda	Oakland Unified	YES, Youth Empowerment	17	0	0	0	0	16	0	1	0	34	0910
01612590101063	Alameda	Oakland Unified	College Preparatory and Architecture Academy	27	0	20	0	1	6	0	0	2	56	0910
01612590101469	Alameda	Oakland Unified	LPS College Park	33	0	1	1	0	15	0	0	0	50	0910
01612590102954	Alameda	Oakland Unified	Business and Information Technology High	32	0	0	2	0	17	0	1	1	53	0910
01612590102962	Alameda	Oakland Unified	East Oakland School of the Arts	11	0	0	0	0	25	1	0	0	37	0910
01612590107417	Alameda	Oakland Unified	Leadership Preparatory High	20	0	2	1	0	29	1	0	4	57	0910
01612590108944	Alameda	Oakland Unified	Lighthouse Community Charter High	24	0	0	0	0	1	0	0	0	25	0910
01612590110171	Alameda	Oakland Unified	Business, Entrepreneurial School of Technology Hig	0	0	3	0	0	13	0	0	0	16	0910
01612590110189	Alameda	Oakland Unified	Expression, Excellence, Community, Empowerment & L	0	0	1	0	0	40	0	0	1	42	0910
01612590110361	Alameda	Oakland Unified	Far West	2	0	0	0	1	22	1	0	1	27	0910
01612590111823	Alameda	Oakland Unified	Oakland Aviation High	26	0	0	0	0	5	0	0	0	31	0910
01612590111856	Alameda	Oakland Unified	American Indian Public High	12	6	9	0	0	1	0	0	0	28	0910
01612590115238	Alameda	Oakland Unified	ARISE High	19	0	0	0	0	0	0	0	0	19	0910
01612590115386	Alameda	Oakland Unified	Civicorps Corpsmember Academy	4	0	0	0	0	24	0	0	0	28	0910
01612590115667	Alameda	Oakland Unified	Oakland International High	3	0	5	0	0	1	0	0	5	14	0910
01612590118653	Alameda	Oakland Unified	Ralph J. Bunche High	17	1	1	4	0	53	1	1	9	87	0910
01612590130146	Alameda	Oakland Unified	Rudsdale Continuation	22	0	0	0	0	34	1	0	0	57	0910
01612590130575	Alameda	Oakland Unified	LIFE Academy	32	0	7	0	1	7	1	0	3	51	0910
01612590130617	Alameda	Oakland Unified	Oakland Military Institute, College Preparatory Ac	25	0	14	1	0	8	2	0	0	50	0910
01612590130666	Alameda	Oakland Unified	Aspire Lionel Wilson College Preparatory Academy	78	0	0	0	0	12	1	0	0	91	0910
01612590132688	Alameda	Oakland Unified	Dewey Academy	35	1	4	4	0	41	1	0	17	103	0910
01612590135905	Alameda	Oakland Unified	Oakland High	46	0	180	3	2	53	4	0	6	294	0910
01612590136051	Alameda	Oakland Unified	Oakland Technical High	45	1	57	1	2	154	24	1	5	290	0910
01612590137943	Alameda	Oakland Unified	Skyline High	61	4	90	1	1	127	30	1	4	319	0910
01612593030772	Alameda	Oakland Unified	Oakland School for the Arts	7	0	0	1	0	25	5	4	5	47	0910
01612596114011	Alameda	Oakland Unified	Independent Study, Sojourner Truth	12	0	0	0	2	22	3	0	4	43	0910
01612750000001	Alameda	Piedmont City Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	3	0	0	3	0910
01612750130286	Alameda	Piedmont City Unified	Millennium High Alternative	3	1	2	0	0	3	20	0	0	29	0910
01612750136515	Alameda	Piedmont City Unified	Piedmont High	7	0	47	0	0	2	131	5	0	192	0910
01612910000001	Alameda	San Leandro Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	0910
01612910134528	Alameda	San Leandro Unified	Lincoln High (Continuation)	36	0	3	0	6	15	9	1	0	70	0910
01612910137588	Alameda	San Leandro Unified	San Leandro High	199	3	111	9	61	97	71	3	0	554	0910
01613090000001	Alameda	San Lorenzo Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	0910
01613090111799	Alameda	San Lorenzo Unified	East Bay Arts High	9	1	1	0	2	5	13	1	0	32	0910
01613090130849	Alameda	San Lorenzo Unified	Arroyo High	148	5	84	6	62	33	99	0	0	437	0910
01613090137745	Alameda	San Lorenzo Unified	Royal Sunset (Continuation)	42	1	2	5	1	15	14	0	0	80	0910
01613090137810	Alameda	San Lorenzo Unified	San Lorenzo High	145	0	27	7	18	61	37	0	1	296	0910
01750930132704	Alameda	Dublin Unified	Dublin High	37	1	51	6	21	21	160	10	1	308	0910
01750930138453	Alameda	Dublin Unified	Valley High (Continuation)	11	0	2	0	0	4	11	1	0	29	0910
01751010000001	Alameda	Pleasanton Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	7	0	0	7	0910
01751010130096	Alameda	Pleasanton Unified	Foothill High	37	5	158	2	20	2	295	1	4	524	0910
01751010130252	Alameda	Pleasanton Unified	Village High	22	1	6	0	1	4	51	1	0	86	0910
01751010130583	Alameda	Pleasanton Unified	Amador Valley High	40	9	113	1	13	17	430	0	4	627	0910
02613330230045	Alpine	Alpine County Unified	Bear Valley High	0	0	0	0	0	0	1	0	0	1	0910
03100330330068	Amador	Amador County Office of Education	Amador County Special Education	1	1	0	0	0	0	11	2	0	15	0910
03739810330019	Amador	Amador County Unified	Independence High (Continuation)	2	2	0	0	0	0	18	0	0	22	0910
03739810330050	Amador	Amador County Unified	North Star Independent Study	5	1	1	0	0	0	40	3	0	50	0910
03739810330753	Amador	Amador County Unified	Amador High	22	2	0	1	0	1	123	14	4	167	0910
03739810334755	Amador	Amador County Unified	Argonaut High	8	4	0	0	0	1	107	1	2	123	0910
04100410114991	Butte	Butte County Office of Education	CORE Butte Charter	7	1	0	0	0	2	33	0	0	43	0910
04100410430066	Butte	Butte County Office of Education	Table Mountain	1	0	0	0	0	1	5	0	0	7	0910
04100410430090	Butte	Butte County Office of Education	Learning Community Charter	8	8	2	0	0	0	45	0	0	63	0910
04100416069256	Butte	Butte County Office of Education	Butte County Special Education	1	0	0	0	0	0	0	0	0	1	0910
04614080430827	Butte	Biggs Unified	Biggs High	14	1	0	0	0	0	23	0	0	38	0910
04614240111039	Butte	Chico Unified	Academy for Change	1	0	0	0	0	0	0	0	0	1	0910
04614240430199	Butte	Chico Unified	Oakdale	5	1	0	0	0	2	31	0	0	39	0910
04614240431502	Butte	Chico Unified	Fair View High (Continuation)	27	7	2	1	1	6	61	3	1	109	0910
04614240431676	Butte	Chico Unified	Chico High	74	7	43	1	1	11	269	1	9	416	0910
04614240437558	Butte	Chico Unified	Pleasant Valley High	53	2	25	2	2	10	277	0	0	371	0910
04614320433201	Butte	Durham Unified	Durham High	14	0	1	0	0	1	69	3	0	88	0910
04615150434803	Butte	Oroville Union High	Las Plumas High	37	11	46	3	2	4	212	0	0	315	0910
04615150435602	Butte	Oroville Union High	Oroville High	16	6	79	1	2	6	124	0	0	234	0910
04615150437566	Butte	Oroville Union High	Prospect High (Continuation)	7	1	4	0	0	2	32	0	0	46	0910
04615310000001	Butte	Paradise Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	0910
04615310432856	Butte	Paradise Unified	Ridgeview High (Continuation)	4	3	1	0	0	0	50	2	0	60	0910
04615310437350	Butte	Paradise Unified	Paradise Senior High	34	2	1	1	0	3	244	8	0	293	0910
04615316112585	Butte	Paradise Unified	Hometech Charter	2	0	0	0	0	0	8	1	0	11	0910
04755070433946	Butte	Gridley Unified	Esperanza High (Continuation)	15	0	0	0	0	0	8	0	1	24	0910
04755070433953	Butte	Gridley Unified	Gridley High	53	0	0	0	0	0	75	0	10	138	0910
05100580530048	Calaveras	Calaveras County Office of Education	Calaveras River Academy	2	0	0	0	0	0	12	0	0	14	0910
05100580530154	Calaveras	Calaveras County Office of Education	Mountain Oaks	5	0	1	0	0	0	50	1	0	57	0910
05100586077150	Calaveras	Calaveras County Office of Education	Calaveras County Special Education (SELPA)	1	0	0	0	0	0	1	0	0	2	0910
05100589010745	Calaveras	Calaveras County Office of Education	Oakendell Community	1	0	0	0	0	0	3	0	0	4	0910
05615560530014	Calaveras	Bret Harte Union High	Vallecito Continuation High	5	2	0	0	0	1	20	0	0	28	0910
05615560530121	Calaveras	Bret Harte Union High	John Vierra High	3	0	0	0	0	2	27	0	0	32	0910
05615560532507	Calaveras	Bret Harte Union High	Bret Harte Union High	23	4	0	0	1	1	132	0	0	161	0910
05615640530022	Calaveras	Calaveras Unified	Gold Strike High	3	0	0	0	0	0	25	0	1	29	0910
05615640530055	Calaveras	Calaveras Unified	Calaveras Unified Alternative-Sierra Hills Educati	2	0	0	0	0	0	8	0	1	11	0910
05615640530063	Calaveras	Calaveras Unified	West Point Alternative	0	0	0	0	0	0	5	0	0	5	0910
05615640530113	Calaveras	Calaveras Unified	Jenny Lind High	3	0	0	0	0	0	7	0	1	11	0910
05615640531509	Calaveras	Calaveras Unified	Calaveras High	19	6	3	1	3	1	174	1	3	211	0910
06100660630111	Colusa	Colusa County Office of Education	Colusa County Community	1	0	0	0	0	0	0	0	0	1	0910
06100660634774	Colusa	Colusa County Office of Education	Juvenile Hall-Nielson	2	0	0	0	0	0	1	0	1	4	0910
06615980630012	Colusa	Colusa Unified	Colusa Alternative High (Continuation)	8	0	0	0	0	0	0	0	0	8	0910
06615980630046	Colusa	Colusa Unified	Colusa Alternative Home	3	0	0	0	0	1	7	0	0	11	0910
06615980631259	Colusa	Colusa Unified	Colusa High	30	1	0	2	0	0	31	0	0	64	0910
06616060630095	Colusa	Maxwell Unified	Enid Prine High (Continuation)	3	0	0	0	0	0	0	0	0	3	0910
06616060634758	Colusa	Maxwell Unified	Maxwell High	17	0	1	0	0	0	11	0	0	29	0910
06616140630087	Colusa	Pierce Joint Unified	Arbuckle Alternative High (Continuation)	1	0	0	0	0	0	0	0	0	1	0910
06616140635250	Colusa	Pierce Joint Unified	Pierce High	61	0	1	0	0	0	24	0	0	86	0910
06616220630038	Colusa	Williams Unified	Mid Valley High (Continuation)	6	0	0	0	0	0	4	0	0	10	0910
06616220637504	Colusa	Williams Unified	Williams High	52	2	1	0	0	0	9	0	1	65	0910
07100740120444	Contra Costa	Contra Costa County Office of Education	Mt. McKinley	3	0	1	0	0	4	0	2	0	10	0910
07100740730242	Contra Costa	Contra Costa County Office of Education	Delta Vista High	5	0	0	0	0	9	1	0	0	15	0910
07100740730614	Contra Costa	Contra Costa County Office of Education	Golden Gate Community	4	0	0	1	0	3	2	1	0	11	0910
07100746077168	Contra Costa	Contra Costa County Office of Education	Floyd I. Marchus	1	0	0	0	1	0	2	0	0	4	0910
07616300000001	Contra Costa	Acalanes Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	3	0	0	3	0910
07616300107524	Contra Costa	Acalanes Union High	Acalanes Center for Independent Study	3	0	2	0	0	0	19	3	0	27	0910
07616300730283	Contra Costa	Acalanes Union High	Acalanes High	25	0	29	1	1	0	224	36	4	320	0910
07616300731125	Contra Costa	Acalanes Union High	Campolindo High	16	1	28	0	2	0	267	32	3	349	0910
07616300732404	Contra Costa	Acalanes Union High	Del Oro High (Continuation)	4	0	1	0	0	1	20	0	0	26	0910
07616300733725	Contra Costa	Acalanes Union High	Las Lomas High	34	1	30	1	6	5	233	24	1	335	0910
07616300734244	Contra Costa	Acalanes Union High	Miramonte High	22	0	47	2	0	1	222	13	3	310	0910
07616480110494	Contra Costa	Antioch Unified	Bidwell Continuation High	19	2	0	0	0	14	10	1	6	52	0910
07616480730101	Contra Costa	Antioch Unified	Live Oak High (Continuation)	14	0	0	2	0	11	10	0	5	42	0910
07616480730259	Contra Costa	Antioch Unified	Prospects High (Alternative)	40	3	1	0	2	24	50	2	3	125	0910
07616480730465	Contra Costa	Antioch Unified	Deer Valley High	147	2	66	3	60	162	149	8	8	605	0910
07616480730481	Contra Costa	Antioch Unified	Bridges	0	0	0	0	0	0	0	0	1	1	0910
07616480730861	Contra Costa	Antioch Unified	Antioch High	144	7	13	5	8	71	172	6	12	438	0910
07616970737023	Contra Costa	John Swett Unified	John Swett High	22	1	14	1	15	14	29	9	0	105	0910
07616970737619	Contra Costa	John Swett Unified	Willow High	5	1	1	0	1	2	6	0	0	16	0910
07617210000001	Contra Costa	Liberty Union High	Nonpublic, Nonsectarian Schools	1	0	0	0	1	1	0	0	0	3	0910
07617210107797	Contra Costa	Liberty Union High	Heritage High	86	8	23	5	23	42	259	1	0	447	0910
07617210730457	Contra Costa	Liberty Union High	Freedom High	117	5	9	5	24	35	199	1	0	395	0910
07617210730572	Contra Costa	Liberty Union High	Independence High	46	2	2	2	4	13	80	0	0	149	0910
07617210733980	Contra Costa	Liberty Union High	Liberty High	118	4	14	2	15	14	219	1	0	387	0910
07617210733998	Contra Costa	Liberty Union High	La Paloma High (Continuation)	10	0	2	0	1	10	17	0	0	40	0910
07617390730440	Contra Costa	Martinez Unified	Vicente Martinez High	6	1	2	0	0	1	11	1	0	22	0910
07617390730473	Contra Costa	Martinez Unified	Briones (Alternative)	6	2	0	0	0	0	19	0	0	27	0910
07617390730549	Contra Costa	Martinez Unified	Alhambra Senior High	55	8	8	1	6	9	163	9	6	265	0910
07617540000001	Contra Costa	Mt. Diablo Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	1	1	4	0	0	6	0910
07617540730044	Contra Costa	Mt. Diablo Unified	Northgate High	28	2	75	4	9	4	240	5	0	367	0910
07617540730317	Contra Costa	Mt. Diablo Unified	Horizons Alternative	7	0	3	0	0	2	41	1	0	54	0910
07617540730333	Contra Costa	Mt. Diablo Unified	Gateway High (Continuation)	11	0	0	0	0	3	3	0	0	17	0910
07617540730341	Contra Costa	Mt. Diablo Unified	Nueva Vista High (Continuation)	6	0	0	0	1	0	17	0	0	24	0910
07617540730358	Contra Costa	Mt. Diablo Unified	Prospect High (Continuation)	3	0	1	0	2	2	11	0	0	19	0910
07617540730416	Contra Costa	Mt. Diablo Unified	Crossroads High (Continuation)	23	0	0	0	0	1	3	0	0	27	0910
07617540730424	Contra Costa	Mt. Diablo Unified	Summit High (Continuation)	4	0	0	1	0	2	5	0	0	12	0910
07617540730655	Contra Costa	Mt. Diablo Unified	Diablo Community Day	0	0	1	0	0	0	1	0	0	2	0910
07617540731380	Contra Costa	Mt. Diablo Unified	Clayton Valley High	78	5	33	1	15	13	273	1	0	419	0910
07617540731646	Contra Costa	Mt. Diablo Unified	College Park High	53	2	50	1	13	5	294	0	0	418	0910
07617540731836	Contra Costa	Mt. Diablo Unified	Concord High	74	3	16	3	11	12	202	3	0	324	0910
07617540734566	Contra Costa	Mt. Diablo Unified	Mt. Diablo High	123	2	20	5	40	30	56	1	0	277	0910
07617540734764	Contra Costa	Mt. Diablo Unified	Olympic Continuation High	52	3	3	5	2	9	45	0	0	119	0910
07617540737809	Contra Costa	Mt. Diablo Unified	Ygnacio Valley High	94	3	23	2	16	20	76	1	0	235	0910
07617880000001	Contra Costa	Pittsburg Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	0	0	2	0910
07617880730184	Contra Costa	Pittsburg Unified	Riverside High (Continuation)	35	0	0	1	1	21	3	0	0	61	0910
07617880735407	Contra Costa	Pittsburg Unified	Pittsburg Senior High	203	0	23	14	29	115	33	2	9	428	0910
07617960101477	Contra Costa	West Contra Costa Unified	Leadership Public Schools: Richmond	43	0	0	0	1	12	2	0	0	58	0910
07617960115352	Contra Costa	West Contra Costa Unified	West County Community High	6	0	0	0	0	3	1	0	0	10	0910
07617960118539	Contra Costa	West Contra Costa Unified	WCCUSD Community Day School Program	2	0	0	0	0	1	0	0	0	3	0910
07617960730275	Contra Costa	West Contra Costa Unified	North Campus Continuation	10	0	0	1	0	15	7	0	1	34	0910
07617960730291	Contra Costa	West Contra Costa Unified	Middle College High	28	0	21	0	3	11	9	0	1	73	0910
07617960730325	Contra Costa	West Contra Costa Unified	Vista High (Alternative)	33	1	5	0	3	14	14	0	2	72	0910
07617960730374	Contra Costa	West Contra Costa Unified	Kappa Continuation High	8	1	1	0	0	6	0	0	0	16	0910
07617960730382	Contra Costa	West Contra Costa Unified	Omega Continuation High	9	0	1	0	0	0	0	0	0	10	0910
07617960730523	Contra Costa	West Contra Costa Unified	Transition Learning Center	10	0	4	1	1	13	8	0	0	37	0910
07617960730598	Contra Costa	West Contra Costa Unified	Hercules High	33	0	58	2	55	54	18	0	0	220	0910
07617960732164	Contra Costa	West Contra Costa Unified	De Anza Senior High	69	0	26	0	16	43	21	0	1	176	0910
07617960732941	Contra Costa	West Contra Costa Unified	El Cerrito Senior High	63	1	55	4	9	96	58	0	0	286	0910
07617960733253	Contra Costa	West Contra Costa Unified	Gompers (Samuel) Continuation	7	1	1	0	1	5	0	0	0	15	0910
07617960733659	Contra Costa	West Contra Costa Unified	Kennedy High	82	0	15	0	7	59	3	0	0	166	0910
07617960735316	Contra Costa	West Contra Costa Unified	Pinole Valley High	104	0	39	2	29	77	78	0	5	334	0910
07617960735902	Contra Costa	West Contra Costa Unified	Richmond High	200	0	18	3	3	28	1	0	1	254	0910
07618040000001	Contra Costa	San Ramon Valley Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	4	0	0	5	0910
07618040113118	Contra Costa	San Ramon Valley Unified	Dougherty Valley High	19	0	106	0	14	14	73	9	0	235	0910
07618040730051	Contra Costa	San Ramon Valley Unified	California High	62	2	103	3	9	12	333	50	0	574	0910
07618040730218	Contra Costa	San Ramon Valley Unified	Venture (Alternative)	22	4	13	0	0	6	90	9	0	144	0910
07618040734368	Contra Costa	San Ramon Valley Unified	Monte Vista High	40	1	78	1	8	7	360	40	0	535	0910
07618040736504	Contra Costa	San Ramon Valley Unified	San Ramon Valley High	37	0	45	0	4	3	390	22	0	501	0910
07618040736819	Contra Costa	San Ramon Valley Unified	Del Amigo High (Continuation)	7	1	4	1	0	3	21	1	0	38	0910
08100820109777	Del Norte	Del Norte County Office of Education	Klamath River Early College of the Redwoods	0	8	0	0	0	0	1	0	0	9	0910
08100820830059	Del Norte	Del Norte County Office of Education	Castle Rock	10	10	5	0	0	1	56	1	0	83	0910
08618200833004	Del Norte	Del Norte County Unified	Del Norte High	23	16	28	0	2	2	127	0	0	198	0910
08618200836205	Del Norte	Del Norte County Unified	Sunset High	1	4	1	1	0	1	19	0	0	27	0910
09100900106047	El Dorado	El Dorado County Office of Education	Blue Ridge	0	1	0	0	0	0	3	0	0	4	0910
09100900930123	El Dorado	El Dorado County Office of Education	Charter Community School, Home Study Academy, and	9	0	0	0	0	0	51	2	1	63	0910
09100900930131	El Dorado	El Dorado County Office of Education	Rite of Passage	17	1	1	0	1	7	7	1	0	35	0910
09618530101808	El Dorado	El Dorado Union High	Mountain View High	4	1	0	0	0	0	20	0	0	25	0910
09618530930081	El Dorado	El Dorado Union High	Oak Ridge High	31	0	36	2	10	4	406	9	0	498	0910
09618530930149	El Dorado	El Dorado Union High	Independent Learning Center (Alternative)	5	3	1	0	0	2	62	0	0	73	0910
09618530930164	El Dorado	El Dorado Union High	Union Mine High	24	10	2	1	3	2	216	2	0	260	0910
09618530930214	El Dorado	El Dorado Union High	Shenandoah High	5	0	0	0	0	0	16	0	0	21	0910
09618530930222	El Dorado	El Dorado Union High	Vista High	2	0	0	0	0	0	21	1	0	24	0910
09618530932756	El Dorado	El Dorado Union High	El Dorado High	35	3	1	0	0	4	210	8	0	261	0910
09618530934554	El Dorado	El Dorado Union High	Independence Continuation	6	1	0	0	0	0	40	1	0	48	0910
09618530936302	El Dorado	El Dorado Union High	Ponderosa High	16	5	10	3	4	5	357	2	5	407	0910
09619030930040	El Dorado	Lake Tahoe Unified	Mt. Tallac High	20	1	0	2	0	0	18	0	0	41	0910
09619030930107	El Dorado	Lake Tahoe Unified	Transitional Learning Center (Continuation)	9	0	0	0	1	0	2	0	0	12	0910
09619030937805	El Dorado	Lake Tahoe Unified	South Tahoe High	72	4	5	2	5	1	158	1	0	248	0910
09737830000001	El Dorado	Black Oak Mine Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	0910
09737830930073	El Dorado	Black Oak Mine Unified	Golden Sierra High	11	7	2	0	0	0	120	2	0	142	0910
09737830930099	El Dorado	Black Oak Mine Unified	Divide High	1	0	0	0	0	0	8	0	0	9	0910
10101080109991	Fresno	Fresno County Office of Education	Crescent View West Charter	18	0	4	0	0	5	10	0	0	37	0910
10101080111682	Fresno	Fresno County Office of Education	Hume Lake Charter	0	0	0	0	0	0	3	0	0	3	0910
10101081030337	Fresno	Fresno County Office of Education	Fresno County Court	6	1	1	0	0	3	6	0	0	17	0910
10101081030899	Fresno	Fresno County Office of Education	Fresno County Community	3	0	4	0	0	2	0	0	0	9	0910
10101086069488	Fresno	Fresno County Office of Education	Fresno County Special Education Local Plan	2	0	0	0	0	0	1	0	0	3	0910
10621170110270	Fresno	Clovis Unified	Clovis Community Day Secondary	1	0	0	0	0	0	0	1	0	2	0910
10621171030196	Fresno	Clovis Unified	Clovis West High	135	9	92	1	10	35	322	6	1	611	0910
10621171030469	Fresno	Clovis Unified	Enterprise Alternative	5	0	1	0	1	0	20	0	0	27	0910
10621171030501	Fresno	Clovis Unified	Buchanan High	132	6	111	3	22	35	475	4	0	788	0910
10621171030683	Fresno	Clovis Unified	Clovis East High	139	4	116	1	5	19	189	5	0	478	0910
10621171031004	Fresno	Clovis Unified	Gateway High (Continuation)	11	0	2	0	1	7	18	1	0	40	0910
10621171031053	Fresno	Clovis Unified	Clovis High	137	6	61	1	5	17	297	2	0	526	0910
10621251030113	Fresno	Coalinga-Huron Joint Unified	Cambridge High	8	0	0	0	0	1	3	0	0	12	0910
10621251031376	Fresno	Coalinga-Huron Joint Unified	Coalinga High	139	2	3	1	2	5	35	0	0	187	0910
10621580108977	Fresno	Fowler Unified	Casa Blanca Community Day	2	0	0	0	0	0	0	0	0	2	0910
10621580120246	Fresno	Fowler Unified	Casa Blanca Academy	10	0	0	0	0	0	2	0	0	12	0910
